QUERY: 	new coronavirus cases
5	326	"Nepal: With 2 new cases, country’s tally rises to 245. https://t.co/ebAewb4Yf7 

#Coronavirus #nexnewsnetwork #TBM #TheBroadcastMedia"	nexnewsnetwork	Mon Dec 07 12:48:26 +0000 2020	https://twitter.com/twitter/statuses/1335929160951197700	0	0	[{'text': 'Coronavirus', 'indices': [81, 93]}, {'text': 'nexnewsnetwork', 'indices': [94, 109]}, {'text': 'TBM', 'indices': [110, 114]}, {'text': 'TheBroadcastMedia', 'indices': [115, 133]}]	1
6	2145	RT @WHOWPRO: #COVID19 confirmed cases and deaths reported by countries and areas in the @WHO Western Pacific Region over the past 72 hours.…	pmrnabawan	Mon Dec 07 13:19:48 +0000 2020	https://twitter.com/twitter/statuses/1335937053754716161	15	0	[{'text': 'COVID19', 'indices': [13, 21]}]	1
7	12794	"377 more COVID-19 cases detected, bringing the total number of cases reported today to 703. Total infections in the country increases to 28,580.
#SriLanka #lka #coronavirus #COVID19"	newsradiolk	Mon Dec 07 15:32:37 +0000 2020	https://twitter.com/twitter/statuses/1335970476183625729	5	1	[{'text': 'SriLanka', 'indices': [145, 154]}, {'text': 'lka', 'indices': [155, 159]}, {'text': 'coronavirus', 'indices': [160, 172]}, {'text': 'COVID19', 'indices': [173, 181]}]	1
8	14566	"377 more COVID-19 cases detected, bringing the total number of cases reported today to 703. Total infections in the country increases to 28,580.
#SriLanka #lka #coronavirus #COVID19 #COVID19SL #COVID19LK"	imSVithu02	Mon Dec 07 15:56:21 +0000 2020	https://twitter.com/twitter/statuses/1335976450592161799	2	1	[{'text': 'SriLanka', 'indices': [145, 154]}, {'text': 'lka', 'indices': [155, 159]}, {'text': 'coronavirus', 'indices': [160, 172]}, {'text': 'COVID19', 'indices': [173, 181]}, {'text': 'COVID19SL', 'indices': [182, 192]}, {'text': 'COVID19LK', 'indices': [193, 203]}]	1
9	14193	"Europe’s #coronavirus surge is shrinking while cases in the US are spiking

Europe appears to be rounding the corner. The 7-day average of newly confirmed cases is trending downward after countries imposed lockdowns or other social-distancing mandates.

https://t.co/nLf82xQaJs https://t.co/5msm3hCdSu"	MicrobesInfect	Mon Dec 07 15:50:58 +0000 2020	https://twitter.com/twitter/statuses/1335975096402333698	3	4	[{'text': 'coronavirus', 'indices': [9, 21]}]	1
10	12680	"@WassimCornet 🇩🇪 #Germany's #Bavaria region is pushing for tougher #coronavirus measures as cases remain high despite five weeks of national restrictions.

As @shirlisitbon reports, Bavaria has one of the country's highest number of cases and the worst death toll ⤵️ https://t.co/NQTswX4FRS"	France24_en	Mon Dec 07 15:31:13 +0000 2020	https://twitter.com/twitter/statuses/1335970126173233153	12	7	[{'text': 'Germany', 'indices': [17, 25]}, {'text': 'Bavaria', 'indices': [28, 36]}, {'text': 'coronavirus', 'indices': [67, 79]}]	1
11	2036	"12/7/2020 AM #1b: #Covid-19 Cases in USA now 15,161,782 (+176,640, 1.1%)(220,931 Record 12/4/20), 6,014,935 active, 288,962 dead, 26,448 serious or critical, and 8,857,885 recovered
53 countries had over 1,000 new #Covid-19 cases in last 24hrs.
Remember ***** Thanksgiving Week **"	FRC7	Mon Dec 07 13:17:32 +0000 2020	https://twitter.com/twitter/statuses/1335936480406081536	0	0	[{'text': '1b', 'indices': [13, 16]}, {'text': 'Covid', 'indices': [18, 24]}, {'text': 'Covid', 'indices': [214, 220]}]	1
12	13010	"Peliyagoda - Diwulapitiya cluster exceeds 25,000
377 more COVID-19 cases detected, bringing the total number of cases reported today to 703. Total infections in the country increases to 28,580. Cluster - 25,025
#SriLanka #lka #coronavirus #COVID19 #COVID19SL #COVID19LK"	ranganashamil	Mon Dec 07 15:35:24 +0000 2020	https://twitter.com/twitter/statuses/1335971179085983745	3	3	[{'text': 'SriLanka', 'indices': [211, 220]}, {'text': 'lka', 'indices': [221, 225]}, {'text': 'coronavirus', 'indices': [226, 238]}, {'text': 'COVID19', 'indices': [239, 247]}, {'text': 'COVID19SL', 'indices': [248, 258]}, {'text': 'COVID19LK', 'indices': [259, 269]}]	1
13	16010	"New York was previously experiencing the fastest growing #coronavirus cases in the country. Governor Cuomo is hoping to receive a large batch of #vaccines to help vaccinate the most vulnerable groups.
https://t.co/gJbPCJXxnO"	RxSafe	Mon Dec 07 16:15:59 +0000 2020	https://twitter.com/twitter/statuses/1335981389888491521	0	0	[{'text': 'coronavirus', 'indices': [57, 69]}, {'text': 'vaccines', 'indices': [145, 154]}]	1
14	15568	As #COVID-10 cases rise around the country, you can be a part of the solution. Help us learn more about the #coronavirus. If you or someone you know has been exposed to the virus, share your experience at the @IQVIA_global CARE Project. Enroll now at https://t.co/pweR0geGH1	PrometheusRsrch	Mon Dec 07 16:09:34 +0000 2020	https://twitter.com/twitter/statuses/1335979776457265152	0	2	[{'text': 'COVID', 'indices': [3, 9]}, {'text': 'coronavirus', 'indices': [108, 120]}]	1
15	1649	The Health Minister for #Wales has not ruled out introducing another national firebreak for the country – saying Wales’ NHS is under “considerable and sustained pressure” because of rising #Coronavirus cases - full summary: https://t.co/Lbp2r6MmCx	danwnews	Mon Dec 07 13:11:27 +0000 2020	https://twitter.com/twitter/statuses/1335934949535395840	0	0	[{'text': 'Wales', 'indices': [24, 30]}, {'text': 'Coronavirus', 'indices': [189, 201]}]	1
16	14121	"#Britain geared up to become the first country to roll out the Pfizer-BioNTech #coronavirus vaccine on Tuesday, as southern California locked down 20 million people to ease the burden on hospitals struggling with record cases. #COVID19vaccine
https://t.co/KkQIv3fdeQ"	the_hindu	Mon Dec 07 15:50:03 +0000 2020	https://twitter.com/twitter/statuses/1335974865308880896	6	52	[{'text': 'Britain', 'indices': [0, 8]}, {'text': 'coronavirus', 'indices': [79, 91]}, {'text': 'COVID19vaccine', 'indices': [227, 242]}]	1
17	8906	"An interactive map showing in detail the current Corona hotspots, the places where cases are rising, states where they are falling and countries where they are staying the same. Informative!!!!! #Corona #Pandemic #COVIDSecondWave  #COVID19 #Virus #Vaccine

https://t.co/KA8IjAoZ6e"	pakistaniforeva	Mon Dec 07 14:48:44 +0000 2020	https://twitter.com/twitter/statuses/1335959435232088067	0	0	[{'text': 'Corona', 'indices': [195, 202]}, {'text': 'Pandemic', 'indices': [203, 212]}, {'text': 'COVIDSecondWave', 'indices': [213, 229]}, {'text': 'COVID19', 'indices': [231, 239]}, {'text': 'Virus', 'indices': [240, 246]}, {'text': 'Vaccine', 'indices': [247, 255]}]	1
18	8369	"Balancing Covid and non-Covid care has been an enormous challenge throughout the pandemic - and one that the arrival of winter and another surge of cases has made acutely more difficult. 

So how are other countries coping, and how do we compare? 

Some key trends in my new blog: https://t.co/IEiDYCNrE2"	sjanereed	Mon Dec 07 14:43:31 +0000 2020	https://twitter.com/twitter/statuses/1335958120925945856	10	13	[]	1
19	2005	12/7/2020 AM #1a: Now 67,500,624 #Covid-19 Cases in 218 countries (+503,774, 0.7%)(+713,215 Record 12/5/20), 19,260,472 currently infected, 106,229 are serious or critical (0.6%), 1,543,792 dead (2.2% death rate), 46,696,360 recovered.	FRC7	Mon Dec 07 13:17:07 +0000 2020	https://twitter.com/twitter/statuses/1335936377754677250	0	0	[{'text': '1a', 'indices': [13, 16]}, {'text': 'Covid', 'indices': [33, 39]}]	1
20	14632	@GovernorTomWolf Because of your lockdown, MY MOTHER CAN'T GO TO HER FATHERS DEATHBED. I bet if your dad was dying, that wouldn't be the case. Different rules in this country for the ruling class.  I hope you get whats coming to you .#Tyranny #Hypocrite #lockdown	TheRealBenNeal	Mon Dec 07 15:57:13 +0000 2020	https://twitter.com/twitter/statuses/1335976667404251140	0	0	[{'text': 'Tyranny', 'indices': [234, 242]}, {'text': 'Hypocrite', 'indices': [243, 253]}, {'text': 'lockdown', 'indices': [254, 263]}]	1
QUERY: 	hospital workers
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags	Cluster
 
1	16463	"Please, everyone #WearAMask !! 

If not for anyone other than our hospital workers who are already stretched so far. https://t.co/IJLzBZs3BW"	HeroHeart2020	Mon Dec 07 16:21:49 +0000 2020	https://twitter.com/twitter/statuses/1335982856871452675	1	1	[{'text': 'WearAMask', 'indices': [17, 27]}]	1
2	13465	Healthcare workers laid off... but, what about this #plandemic ?  Isn’t the world in #lockdown to help the hospitals not be overwhelmed??? https://t.co/1ibkuCuWCm	LightAscent	Mon Dec 07 15:41:31 +0000 2020	https://twitter.com/twitter/statuses/1335972716118208512	0	0	[{'text': 'plandemic', 'indices': [52, 62]}, {'text': 'lockdown', 'indices': [85, 94]}]	1
3	16357	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	laurasword	Mon Dec 07 16:20:19 +0000 2020	https://twitter.com/twitter/statuses/1335982481556840448	46	0	[]	1
4	15867	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	HomebutSafe	Mon Dec 07 16:14:11 +0000 2020	https://twitter.com/twitter/statuses/1335980936253632516	46	0	[]	1
5	15175	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	ButterflyLove_8	Mon Dec 07 16:03:49 +0000 2020	https://twitter.com/twitter/statuses/1335978328084389897	46	0	[]	1
6	14838	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	sevignes	Mon Dec 07 16:00:01 +0000 2020	https://twitter.com/twitter/statuses/1335977371967528960	46	0	[]	1
7	14671	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	nancywa31371553	Mon Dec 07 15:57:51 +0000 2020	https://twitter.com/twitter/statuses/1335976826984947713	46	0	[]	1
8	14250	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	mssunshine132	Mon Dec 07 15:51:48 +0000 2020	https://twitter.com/twitter/statuses/1335975305362587657	46	0	[]	1
9	14235	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	EndgameJan21	Mon Dec 07 15:51:41 +0000 2020	https://twitter.com/twitter/statuses/1335975276937940994	46	0	[]	1
10	12949	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	AFiroz51	Mon Dec 07 15:34:38 +0000 2020	https://twitter.com/twitter/statuses/1335970984898289664	46	0	[]	1
11	12886	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	larman1s	Mon Dec 07 15:33:44 +0000 2020	https://twitter.com/twitter/statuses/1335970756505821187	46	0	[]	1
12	12666	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	growe26991	Mon Dec 07 15:31:04 +0000 2020	https://twitter.com/twitter/statuses/1335970085094174721	46	0	[]	1
13	12598	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	Sbh08Mae	Mon Dec 07 15:30:07 +0000 2020	https://twitter.com/twitter/statuses/1335969847457558528	46	0	[]	1
14	12408	RT @kellyG124: I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they…	Jay_USMC2	Mon Dec 07 15:27:33 +0000 2020	https://twitter.com/twitter/statuses/1335969202872725504	46	0	[]	1
15	1831	No holding back! The first doses of #coronavirus #vaccine arrives at #UK 🇬🇧 #hospital. What does this mean? The doses will be administered to people aged 80 &amp; over, care home workers and NHS workers who are at higher risk the first to receive the jab. A good start to the pandemic https://t.co/w1FWxvL6hi	boxacise4Health	Mon Dec 07 13:14:33 +0000 2020	https://twitter.com/twitter/statuses/1335935729428525058	0	0	[{'text': 'coronavirus', 'indices': [36, 48]}, {'text': 'vaccine', 'indices': [49, 57]}, {'text': 'UK', 'indices': [69, 72]}, {'text': 'hospital', 'indices': [76, 85]}]	1
16	15423	@DonaldJTrumpJr HOSPITALS ARE FULL, HEALTH CARE WORKERS ARE AT. WITS END. AMERICANS ARE DYING AND YOU SPEW THIS CRAP. #COVIDIOTS #COVID19 #coronavirus #Covid_19	BillTruther	Mon Dec 07 16:07:18 +0000 2020	https://twitter.com/twitter/statuses/1335979205939650562	0	0	[{'text': 'COVIDIOTS', 'indices': [118, 128]}, {'text': 'COVID19', 'indices': [129, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'Covid_19', 'indices': [151, 160]}]	1
17	12697	"Wear the damn mask! If these hospitals and their workers fall then we go down too. They are exhausted, sad, angry, and working in crisis environments. Respect them! And speak out to those you see who act like covidiots.
#MaskUp 
#WearAMask 
#MAGA https://t.co/sJCiBlPq93"	fg_shep	Mon Dec 07 15:31:32 +0000 2020	https://twitter.com/twitter/statuses/1335970204300550146	0	0	[{'text': 'MaskUp', 'indices': [220, 227]}, {'text': 'WearAMask', 'indices': [229, 239]}, {'text': 'MAGA', 'indices': [241, 246]}]	1
18	9331	While trying to keep in the holiday spirit, my heart is with our hospital and front line workers who are tirelessly working to keep our communities safe and healthy.  Please be a patriot, and wear a mask.  #wearamask #thankyoufrontlineworkers #patriotic https://t.co/LWkwr9uh8f	VotePadmaKuppa	Mon Dec 07 14:53:08 +0000 2020	https://twitter.com/twitter/statuses/1335960542553501699	0	4	[{'text': 'wearamask', 'indices': [206, 216]}, {'text': 'thankyoufrontlineworkers', 'indices': [217, 242]}, {'text': 'patriotic', 'indices': [243, 253]}]	1
19	12230	"I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they endure every shift to keep us alive. 

What seven ICU nurses want Americans to know about COVID 
#demVoice1
#WearAMask  https://t.co/fOIVaKaIsj"	kellyG124	Mon Dec 07 15:25:24 +0000 2020	https://twitter.com/twitter/statuses/1335968662608605186	46	75	[{'text': 'demVoice1', 'indices': [222, 232]}, {'text': 'WearAMask', 'indices': [233, 243]}]	1
QUERY: 	global pandemic
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags	Cluster
 
1	12272	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	anthonyd2004	Mon Dec 07 15:26:03 +0000 2020	https://twitter.com/twitter/statuses/1335968822436585475	42	0	[]	1
2	9047	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	HeatherAnnSP	Mon Dec 07 14:50:18 +0000 2020	https://twitter.com/twitter/statuses/1335959827185422344	42	0	[]	1
3	8674	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	123jcji	Mon Dec 07 14:46:25 +0000 2020	https://twitter.com/twitter/statuses/1335958849598058496	42	0	[]	1
4	7843	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	DebbieDamon2	Mon Dec 07 14:38:30 +0000 2020	https://twitter.com/twitter/statuses/1335956858155257856	42	0	[]	1
5	6777	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	JohnJHigginsEsq	Mon Dec 07 14:26:48 +0000 2020	https://twitter.com/twitter/statuses/1335953914487836672	42	0	[]	1
6	6678	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	carlvmercer	Mon Dec 07 14:25:36 +0000 2020	https://twitter.com/twitter/statuses/1335953611445112835	42	0	[]	1
7	6092	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	slotsqueen31	Mon Dec 07 14:18:51 +0000 2020	https://twitter.com/twitter/statuses/1335951914123530242	42	0	[]	1
8	5737	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	fritzoids	Mon Dec 07 14:13:55 +0000 2020	https://twitter.com/twitter/statuses/1335950670403407879	42	0	[]	1
9	4725	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	CeesayRosetta	Mon Dec 07 13:59:26 +0000 2020	https://twitter.com/twitter/statuses/1335947028388450307	42	0	[]	1
10	4707	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	MTaha25	Mon Dec 07 13:59:04 +0000 2020	https://twitter.com/twitter/statuses/1335946934134181889	42	0	[]	1
11	4440	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	WagneroperaNET	Mon Dec 07 13:54:39 +0000 2020	https://twitter.com/twitter/statuses/1335945822702358528	42	0	[]	1
12	3755	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	axum_wedi	Mon Dec 07 13:43:38 +0000 2020	https://twitter.com/twitter/statuses/1335943049604698112	42	0	[]	1
13	3552	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	NatashaPolitics	Mon Dec 07 13:40:44 +0000 2020	https://twitter.com/twitter/statuses/1335942320601116678	42	0	[]	1
14	3462	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	rougesgorges	Mon Dec 07 13:39:22 +0000 2020	https://twitter.com/twitter/statuses/1335941978647916545	42	0	[]	1
15	3154	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	werkinwoman	Mon Dec 07 13:35:24 +0000 2020	https://twitter.com/twitter/statuses/1335940977903558656	42	0	[]	1
16	3011	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	JulieBa73315767	Mon Dec 07 13:33:11 +0000 2020	https://twitter.com/twitter/statuses/1335940420434604033	42	0	[]	1
17	2876	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	Jk_Sangkrai	Mon Dec 07 13:31:23 +0000 2020	https://twitter.com/twitter/statuses/1335939968225591297	42	0	[]	1
18	2853	RT @DrTedros: I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to s…	hcrffngo	Mon Dec 07 13:31:05 +0000 2020	https://twitter.com/twitter/statuses/1335939893319651328	42	0	[]	1
19	2692	I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to strengthen @WHO &amp; for reminding us at #UNGASS that we can achieve so much, only if we #ACTogether. The @ACTAccelerator is a prime example. https://t.co/gm81z7Rqra	DrTedros	Mon Dec 07 13:29:43 +0000 2020	https://twitter.com/twitter/statuses/1335939547377651713	42	231	[{'text': 'UNGASS', 'indices': [166, 173]}, {'text': 'ACTogether', 'indices': [214, 225]}]	1
20	11727	"Tracking the #Coronavirus
#Vaccines That Will End the #Pandemic (w/Infographics)

https://t.co/jj3xncuLQC
#COVID #Global #World #Immunization"	RonaldTooTall	Mon Dec 07 15:19:03 +0000 2020	https://twitter.com/twitter/statuses/1335967062502612993	0	0	[{'text': 'Coronavirus', 'indices': [13, 25]}, {'text': 'Vaccines', 'indices': [26, 35]}, {'text': 'Pandemic', 'indices': [54, 63]}, {'text': 'COVID', 'indices': [106, 112]}, {'text': 'Global', 'indices': [113, 120]}, {'text': 'World', 'indices': [121, 127]}, {'text': 'Immunization', 'indices': [128, 141]}]	1
QUERY: 	covid deaths
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags	Cluster
 
1	8876	In our county (pop 60k) past 2 months, 94 deaths, 24 COVID, and 41 outstanding death certificates (unknown causes as of yet). 13 deaths (1known covid, 12 outstanding) in first 5 days of December. #WearAMask	redbird_sam	Mon Dec 07 14:48:27 +0000 2020	https://twitter.com/twitter/statuses/1335959363282857984	1	1	[{'text': 'WearAMask', 'indices': [196, 206]}]	1
2	8532	"NYT COVID Data Tracker Mon., 12.07.2020 - USA | COVID-19 DEATH RATE, after infection, in the USA is 1.90% (⬇️ .02%). NEW DEATHS; 1,111. TOTAL DEATHS; 282,300. 
#WearADamnMask #SchoolsMustShutdown #WearAMask #SocialDistance #COVID19 (✔️)

[https://t.co/WcZ2SyqroX]"	rattler1978	Mon Dec 07 14:45:09 +0000 2020	https://twitter.com/twitter/statuses/1335958532156497920	0	0	[{'text': 'WearADamnMask', 'indices': [160, 174]}, {'text': 'SchoolsMustShutdown', 'indices': [175, 195]}, {'text': 'WearAMask', 'indices': [196, 206]}, {'text': 'SocialDistance', 'indices': [207, 222]}, {'text': 'COVID19', 'indices': [223, 231]}]	1
3	1024	Death is enviable,  but the death of a man that loved his family and friends, hell loved life, due to Covid is devastating.  😔😔😔😔😔😔 #COVID19 #coviddeaths #COVID #myheartbreakes #denial #thefacts #WearAMask	obsidian_writer	Mon Dec 07 13:00:40 +0000 2020	https://twitter.com/twitter/statuses/1335932237662081025	0	2	[{'text': 'COVID19', 'indices': [132, 140]}, {'text': 'coviddeaths', 'indices': [141, 153]}, {'text': 'COVID', 'indices': [154, 160]}, {'text': 'myheartbreakes', 'indices': [161, 176]}, {'text': 'denial', 'indices': [177, 184]}, {'text': 'thefacts', 'indices': [185, 194]}, {'text': 'WearAMask', 'indices': [195, 205]}]	1
4	5974	"And the 1% death rate is another misquoted statistic. 100% of the population has not had COVID yet. You take deaths as a proportion of those infected.

The death rate so far among confirmed cases is 3%, so just triple all of the figures in this thread for 100% infection rate https://t.co/gbE10SYzKQ"	MisterFawx	Mon Dec 07 14:16:56 +0000 2020	https://twitter.com/twitter/statuses/1335951429832466434	0	1	[]	1
5	15506	Three more people have died after testing positive for COVID. The deaths took place in hospitals around Greater Manchester. #coronavirus #Covid #COVID19 #death #GreaterManchester #Hospitals #ManchesterUniversityNHSFoundationTrust #NHS #Salford #SalfrdRoyal https://t.co/ToV70h4T4l https://t.co/lIy2DXM08e	manchestergriff	Mon Dec 07 16:08:36 +0000 2020	https://twitter.com/twitter/statuses/1335979533464432641	1	2	[{'text': 'coronavirus', 'indices': [124, 136]}, {'text': 'Covid', 'indices': [137, 143]}, {'text': 'COVID19', 'indices': [144, 152]}, {'text': 'death', 'indices': [153, 159]}, {'text': 'GreaterManchester', 'indices': [160, 178]}, {'text': 'Hospitals', 'indices': [179, 189]}, {'text': 'ManchesterUniversityNHSFoundationTrust', 'indices': [190, 229]}, {'text': 'NHS', 'indices': [230, 234]}, {'text': 'Salford', 'indices': [235, 243]}, {'text': 'SalfrdRoyal', 'indices': [244, 256]}]	1
6	10881	"Now 280,000+ #deaths in the #UnitedStates due to the #COVID #pandemic.

#WearAMask #WearMaskProtectLife"	EhrenJeff	Mon Dec 07 15:09:43 +0000 2020	https://twitter.com/twitter/statuses/1335964712698216450	0	0	[{'text': 'deaths', 'indices': [13, 20]}, {'text': 'UnitedStates', 'indices': [28, 41]}, {'text': 'COVID', 'indices': [53, 59]}, {'text': 'pandemic', 'indices': [60, 69]}, {'text': 'WearAMask', 'indices': [72, 82]}, {'text': 'WearMaskProtectLife', 'indices': [83, 103]}]	1
7	285	"#Breaking: #CoronaTNUpdate 16 new deaths in past 24 hours! #Coronavirus deaths #TamilNadu Total goes up to 11,809 | 

#COVID #COVID19India #CoronaInTN #CoronaVirus #Corona #CoronaUpdate #GalattaCares"	galattadotcom	Mon Dec 07 12:47:51 +0000 2020	https://twitter.com/twitter/statuses/1335929010828656640	0	0	[{'text': 'Breaking', 'indices': [0, 9]}, {'text': 'CoronaTNUpdate', 'indices': [11, 26]}, {'text': 'Coronavirus', 'indices': [59, 71]}, {'text': 'TamilNadu', 'indices': [79, 89]}, {'text': 'COVID', 'indices': [118, 124]}, {'text': 'COVID19India', 'indices': [125, 138]}, {'text': 'CoronaInTN', 'indices': [139, 150]}, {'text': 'CoronaVirus', 'indices': [151, 163]}, {'text': 'Corona', 'indices': [164, 171]}, {'text': 'CoronaUpdate', 'indices': [172, 185]}, {'text': 'GalattaCares', 'indices': [186, 199]}]	1
8	4454	Give it time. Rudy will increase the COVID death rate among @gop legislators at all levels &amp; in WH. We have 282,314 deaths, S. Korea 549. They have a competent, sane President. @GovWhitmer @nytimes @dananessel @WinnieBrinks @KamalaHarris https://t.co/iZnpfmOzS7	mozartplayer	Mon Dec 07 13:54:48 +0000 2020	https://twitter.com/twitter/statuses/1335945860585283586	0	0	[]	1
9	12265	Some folks on Twitter/MSM post lies about the Covid death toll being 200K. In Aug CDC said it was actually 9K. The rest of deaths, were from OTHER ILLNESSES. When people have unchallenged false info, #lockdown ,forced mask wearing &amp; this happens.... https://t.co/chh7J0iwmC	USPatriotArtist	Mon Dec 07 15:25:58 +0000 2020	https://twitter.com/twitter/statuses/1335968801985359878	0	0	[{'text': 'lockdown', 'indices': [200, 209]}]	1
